-0.001,0.04,0.88,0.03
0.009,0.04,0.88,0.03
0.03,0.06,0.89,0.04
0.05,-0.01,0.85,0
0.06,0.07,0.87,-0.02
0.07,0.06,0.91,0
0.08,0.07,0.88,0
0.11,0.04,0.9,0.01
0.121,0.08,0.88,-0.01
0.13,-0.06,0.88,0.1
0.14,0.02,0.87,0.04
0.156,0.12,0.88,-0.1
0.16,0.03,0.89,0.05
0.18,0.03,0.83,0.04
0.191,0.08,0.83,-0.08
0.201,-0.04,0.81,0.08
0.231,0.03,0.83,0.03
0.251,0.05,0.86,0.01
0.261,0.06,0.86,0.01
0.281,0.03,0.89,0.02
0.291,-0.01,0.88,0.01
0.3,-0.01,0.88,0.01
0.311,0.03,0.9,0.12
0.322,0.01,0.87,-0.02
0.341,0.01,0.9,0.1
0.353,0.06,0.89,0.04
0.367,0.06,0.92,0.11
0.372,0.03,0.93,-0.09
0.382,0.02,0.93,0.13
0.411,-0.01,0.95,0.01
0.442,0.05,0.94,-0.11
0.462,0.09,0.95,-0.08
0.472,0.06,0.92,0.1
0.492,-0.08,0.97,0.16
0.504,-0.11,0.92,-0.14
0.522,0.08,0.88,-0.02
0.533,-0.03,0.97,0.12
0.553,0.02,0.82,-0.22
0.563,0.05,0.93,0.21
0.579,-0.08,0.95,-0.1
0.593,0.05,0.85,-0.2
0.613,-0.06,0.87,0.06
0.623,0.03,0.88,-0.11
0.643,-0.12,0.9,-0.22
0.654,0.06,0.96,-0.07
0.673,0.1,0.95,0.06
0.684,-0.17,0.94,-0.02
0.704,-0.34,0.97,0.11
0.714,-0.58,0.85,-0.11
0.733,0.08,0.98,0.16
0.744,0.29,0.96,-0.12
0.758,0.29,0.9,-0.34
0.764,0.14,0.81,-0.59
0.774,1.31,1.34,1.08
0.794,-0.69,0.81,-0.15
0.804,-0.21,1.11,0.66
0.824,-0.18,1.08,0.13
0.835,-0.29,1,-0.03
0.854,0.45,1.12,0.4
0.864,-0.09,1.08,-0.2
0.884,-0.03,1.17,0.07
0.895,-0.29,1.18,0.28
0.915,-0.27,1.06,0.5
0.925,-0.28,1.05,0.31
0.945,0.19,1.05,-0.16
0.955,0.27,1.07,-0.48
0.975,0.05,1.05,-0.42
0.995,-0.15,0.94,-0.19
1.005,-0.07,0.94,-0.08
1.025,0.09,0.97,-0.03
1.036,-0.05,0.95,0.32
1.056,-0.55,0.92,0.21
1.066,-0.44,0.94,-0.01
1.087,-0.1,0.87,-0.19
1.096,-0.01,0.74,-0.56
1.116,0.21,0.88,-0.31
1.126,0.38,0.91,-0.07
1.146,0.55,0.96,0.23
1.156,0.11,0.83,0.24
1.176,-1.31,0.61,2.88
1.186,-1.32,0.6,2.88
1.206,0.25,1.27,1.82
1.217,-1.02,0.91,0.09
1.236,-1.32,0.88,-0.66
1.257,0.73,0.32,-1.34
1.267,0.59,0.86,0.12
1.279,0.68,1.01,0.16
1.287,0.41,0.96,0.04
1.297,0.13,0.85,-0.34
1.318,1.01,0.46,0.3
1.327,-1.14,-9.9,-0.1
1.348,-2.12,-78.05,-0.5
1.363,-3.24,-50.7,7.44
1.369,-7.1,-19.47,8.46
1.378,-3.09,-5.85,6.86
1.398,7.09,5.99,-12.33
1.408,11.7,1.52,-12.96
1.428,1.14,1.71,5.2
1.438,-0.56,-0.09,5.96
1.458,6.85,0.62,-2.25
1.47,3.39,1.06,0.37
1.488,0.01,1,-0.91
1.498,-2.99,1,-2.18
1.509,-3.57,2.36,-1.1
1.528,-3.15,1.18,2.95
1.549,-0.39,1.38,-0.41
1.559,-0.24,1.05,-1.94
1.579,0.45,0.98,1.74
1.589,1.12,0.55,1.09
1.609,3.97,0.89,-1.38
1.639,-0.23,1.13,-1.61
1.649,-1.13,1.11,-1.8
1.66,-2.1,1.48,0.26
1.669,-2.1,1.48,0.26
1.679,-1.55,1.26,2.43
1.699,-0.57,1.33,0.8
1.709,-1.4,0.88,-1.8
1.719,0.15,1.11,-1.5
1.729,1.25,1.43,-0.12
1.74,0.78,0.97,0.11
1.75,1.27,0.46,-0.73
1.77,1.57,0.8,-1.35
1.79,0.15,1.06,0.88
1.801,-0.86,0.84,1.02
1.82,-0.56,1.33,-0.71
1.83,-1.33,1.24,0.53
1.841,-1.48,0.89,1.26
1.86,0.36,1.34,-0.65
1.87,-0.04,1.06,-0.74
1.88,-0.26,1,-0.79
1.901,0.38,1.04,0.95
1.911,0.39,1.04,1.06
1.931,0.38,0.99,-0.3
1.941,0.48,1,-0.39
1.962,0.62,1.02,-0.53
1.971,0.41,1.02,-0.15
1.991,0.43,1.07,0.01
2.003,0.05,1.05,-0.17
2.021,-1.27,0.73,0.59
2.032,-1,1.18,1.26
2.052,-0.37,1.08,0.58
2.062,-0.18,1.01,-0.49
2.084,0.56,0.12,-1.04
2.092,0.16,-2.48,-0.08
2.112,-0.05,-7.82,0.8
2.122,-0.49,-10.12,0.27
2.142,-0.2,-7.21,0.37
2.153,0.72,-4.85,1.29
2.172,0.09,-2.87,0.68
2.183,-1.05,-0.37,-1.05
2.202,1.16,1.13,-0.35
2.212,1.31,1.26,-0.27
2.233,0.79,0.98,0.87
2.243,1.39,1.17,0.67
2.263,0.43,0.97,-0.26
2.273,0.42,1,-0.26
2.293,0.11,1.35,-0.49
2.303,0.13,1.34,-0.49
2.323,-2.31,1.18,1.05
2.334,-0.84,1.18,1.4
2.353,0.28,1.09,-0.37
2.364,-0.08,0.88,-0.76
2.385,0.69,0.95,0.51
2.393,0.78,0.61,0.75
2.414,0.45,-0.38,-1.24
2.424,0.73,-0.8,-1.57
2.444,-0.08,-1.96,0.57
2.454,-0.42,-2.36,1.33
2.474,-0.2,-2.24,0.65
2.486,-0.24,-1.9,-0.34
2.504,-0.57,-0.74,-0.02
2.514,-0.51,-0.17,0.25
2.536,-0.07,0.51,-0.44
2.544,0.17,0.74,-0.56
2.565,0.13,0.81,0.15
2.575,0.24,0.74,0.8
2.595,0.64,0.44,0.2
2.605,0.69,0.25,-0.25
2.625,0.48,-0.03,-0.26
2.637,0.06,-0.24,-0.1
2.655,-0.33,-0.51,-0.05
2.666,-0.43,-0.54,-0.03
2.687,-0.77,-0.7,0.39
2.695,-0.56,-0.67,0.54
2.716,-0.04,-0.38,-0.02
2.725,0.28,-0.13,-0.27
2.745,0.19,0.17,-0.22
2.756,0.19,0.28,-0.08
2.776,0.33,0.38,0.05
2.787,0.16,0.29,0.11
2.806,0.05,-0.01,0.25
2.816,0.06,-0.16,0.08
2.837,0.12,-0.32,-0.21
2.846,-0.01,-0.4,-0.15
2.867,-0.19,-0.37,-0.04
2.876,-0.18,-0.24,0.14
2.897,-0.27,-0.14,0.27
2.907,-0.22,-0.11,0.28
2.927,-0.07,-0.13,0.02
2.937,0.14,-0.08,-0.2
2.957,0.31,-0.02,-0.22
2.977,0.24,0.02,0.03
2.997,-0.1,-0.07,0.26
3.007,-0.23,-0.13,0.27
3.018,-0.21,-0.17,0.21
3.038,-0.15,-0.32,-0.06
3.057,0.06,-0.24,-0.19
3.068,0,-0.18,-0.21
3.078,-0.03,-0.07,-0.06
3.088,-0.04,0.01,0.12
3.098,-0.05,0.01,0.2
3.108,-0.02,-0.02,0.24
3.128,0.14,-0.12,0.17
3.148,0.14,-0.17,-0.14
3.158,0.15,-0.11,-0.22
3.178,0.01,-0.03,-0.13
3.189,-0.05,-0.03,0
3.208,-0.07,-0.13,0.2
3.228,-0.06,-0.16,0.17
3.239,0.08,-0.1,0.17
3.249,0.04,-0.2,0.02
3.259,0.04,-0.23,-0.15
3.279,0.1,-0.1,-0.14
3.299,-0.07,-0.08,0.08
3.309,-0.13,-0.09,0.18
3.32,-0.16,-0.09,0.16
3.329,-0.07,-0.06,0.14
3.34,-0.02,-0.06,0.1
3.359,0.04,-0.22,0.04
3.39,0.05,-0.12,-0.11
3.4,-0.03,-0.08,-0.01
3.42,-0.1,-0.07,0.13
3.43,-0.03,-0.06,0.17
3.45,0.09,-0.14,0.07
3.46,0.08,-0.2,0.07
3.47,0.03,-0.24,0.03
3.48,0,-0.26,-0.03
3.491,-0.02,-0.21,-0.08
3.51,-0.05,-0.1,0
3.53,-0.06,-0.03,0.1
3.541,0,0.01,0.13
3.561,-0.02,-0.09,0.09
3.58,-0.06,-0.25,0.04
3.591,-0.06,-0.25,0.04
3.603,-0.01,-0.22,-0.04
3.631,0.05,-0.07,-0.09
3.651,0.16,0.06,0.1
3.661,0.1,0.01,0.13
3.681,0.05,-0.14,0.12
3.692,-0.06,-0.25,0.05
3.722,-0.09,-0.25,0
3.742,-0.14,-0.16,-0.05
3.753,-0.03,0,0.03
3.782,0.04,0,0.08
3.802,0.18,-0.17,0.06
3.812,0.22,-0.2,0.03
3.833,0.14,-0.17,0.01
3.842,0.01,-0.16,0
3.862,-0.05,-0.02,-0.03
3.873,-0.11,-0.02,0.03
3.893,-0.15,-0.12,0.12
3.903,-0.11,-0.18,0.1
3.921,-0.05,-0.2,-0.02
3.923,0.07,-0.14,0.01
3.933,0.09,-0.13,0.02
3.954,0.06,-0.15,-0.01
3.963,0.12,-0.07,-0.03
3.978,0.12,-0.03,-0.02
3.984,0.04,-0.04,-0.03
3.993,0,-0.06,0.07
4.013,-0.02,-0.14,0.05
4.024,0,-0.15,0
4.043,-0.01,-0.17,0.03
4.054,-0.05,-0.18,0.01
4.074,0.01,-0.08,0.04
4.085,-0.03,-0.1,0.05
4.104,-0.11,-0.15,0.05
4.114,-0.04,-0.13,0.02
4.127,0.06,-0.1,0
4.135,0.1,-0.13,0
4.144,0.1,-0.15,0.02
4.164,0.11,-0.1,0.02
4.175,0.07,-0.11,0.04
4.195,-0.03,-0.12,0.06
4.205,-0.03,-0.12,0.12
4.225,-0.08,-0.13,0.06
4.236,-0.06,-0.12,0
4.255,0,-0.11,-0.05
4.265,0.02,-0.14,0.01
4.286,0.02,-0.22,0.06
4.295,0.04,-0.16,0.04
4.315,0.05,-0.04,0.07
4.325,-0.02,-0.05,0.08
4.345,-0.01,-0.09,-0.05
4.355,0.06,-0.08,-0.1
4.376,0.04,-0.14,0.04
4.387,-0.02,-0.16,0.11
4.406,-0.06,-0.13,0.11
4.416,-0.09,-0.1,0.06
4.437,-0.02,-0.09,0.05
4.446,0.04,-0.14,0.2
4.476,0.13,-0.1,-0.13
4.496,-0.05,-0.1,0
4.506,-0.13,-0.14,0.09
4.526,-0.06,-0.17,-0.01
4.557,-0.04,-0.21,0.12
4.567,0.01,-0.16,0.14
4.577,0.03,-0.1,0.08
4.587,0.05,-0.06,-0.02
4.597,0.07,-0.03,-0.02
4.607,0.05,-0.04,-0.03
4.617,0.02,-0.08,-0.03
4.627,0.02,-0.08,-0.05
4.637,0.04,-0.03,-0.03
4.647,0.04,-0.01,0.05
4.657,-0.02,-0.05,0.04
4.668,-0.01,-0.09,0.07
4.678,0.02,-0.1,0.08
4.698,0.06,-0.14,0.03
4.708,0.07,-0.17,0.01
4.717,0.06,-0.2,0.02
4.73,0.02,-0.24,0.02
4.738,0,-0.26,-0.06
4.748,0.05,-0.16,-0.04
4.759,0.05,-0.06,0.07
4.769,-0.03,-0.03,0.1
4.779,-0.09,-0.03,0.1
4.799,-0.02,-0.01,0.04
4.809,-0.04,-0.07,0.02
4.828,-0.11,-0.21,0.1
4.839,-0.12,-0.27,0.05
4.849,-0.07,-0.25,-0.02
4.859,-0.02,-0.22,-0.02
4.869,-0.03,-0.22,-0.03
4.88,0.02,-0.2,0.06
4.899,0.07,-0.15,0.03
4.909,0.13,-0.05,0.02
4.919,0.09,0.02,0.05
4.929,0.03,0.03,0.06
4.939,0.01,0,0.06
4.95,-0.03,-0.07,0.01
4.96,-0.02,-0.13,0
4.981,-0.01,-0.14,-0.02
4.99,-0.01,-0.14,-0.01
5.001,0,-0.13,-0.01
5.011,0.03,-0.08,0.04
5.021,0.04,-0.04,0.03
5.03,0.06,-0.01,0.06
5.042,0.03,-0.02,0.07
5.061,0.02,-0.07,0.05
5.071,0.01,-0.1,-0.02
5.082,0.06,-0.12,-0.03
5.09,0.07,-0.14,0
5.101,0.04,-0.2,0.05
5.111,-0.01,-0.25,0.09
5.122,-0.04,-0.28,0.09
5.141,-0.1,-0.25,0.08
5.162,-0.12,-0.14,0.1
5.172,-0.09,-0.1,0.01
5.182,-0.01,-0.04,-0.07
5.192,0.11,0.05,-0.11
5.203,0.17,0.07,-0.04
5.212,0.12,0.01,0.03
