0,0.07,0.01,0.04
0.016,0.07,0,0.03
0.028,0.04,0.01,0.02
0.05,0.02,0,0.03
0.062,0.07,-0.03,0.01
0.08,0.11,-0.05,0
0.098,0.12,-0.04,0
0.116,0.09,-0.04,0.01
0.129,0.05,0,0.01
0.145,0.01,0.03,0.02
0.165,-0.03,0.05,0.01
0.18,-0.01,0.1,-0.01
0.195,-0.01,0.09,-0.01
0.213,-0.01,0.01,0.01
0.23,-0.02,0.05,0.04
0.249,-0.06,0.23,0.07
0.266,-0.07,0.23,0.08
0.279,-0.05,0.16,0.06
0.295,0.02,0.12,0.02
0.317,0.07,-0.1,0
0.334,0.09,-0.03,-0.02
0.349,0.13,0.01,-0.04
0.363,0.15,0,-0.05
0.383,0.16,0.02,-0.06
0.399,0.12,0.01,-0.06
0.416,0.08,-0.01,-0.05
0.429,0.05,0,-0.04
0.449,0.02,-0.02,0
0.466,-0.01,-0.01,0.04
0.479,-0.05,-0.02,0.07
0.499,-0.08,-0.09,0.07
0.517,-0.09,0.01,0.06
0.534,-0.11,0.03,0.04
0.549,-0.1,-0.02,0.02
0.563,-0.09,-0.02,0.02
0.579,-0.1,-0.01,0.02
0.596,-0.09,-0.01,0.02
0.613,-0.08,0,0.01
0.629,-0.07,0,0
0.646,-0.06,0,-0.01
0.663,-0.07,0.01,0
0.679,-0.07,0,-0.01
0.696,-0.06,0,-0.02
0.713,-0.04,0,-0.04
0.733,-0.01,0.01,-0.05
0.749,-0.01,0,-0.04
0.766,-0.01,0,-0.04
0.779,-0.02,0,-0.03
0.796,-0.02,-0.01,-0.03
0.813,0.01,-0.01,-0.02
0.829,0.03,-0.02,-0.01
0.846,0.04,-0.02,0
0.863,0.04,-0.01,0.01
0.879,0.04,-0.03,0.01
0.896,0.05,-0.04,0.01
0.917,0.06,-0.08,0.01
0.934,0.08,-0.09,0.01
0.946,0.08,-0.08,0.02
0.963,0.07,-0.09,0.04
0.979,0.08,-0.1,0.04
0.996,0.08,-0.15,0.04
1.014,0.08,-0.31,0.02
1.033,0.06,-0.76,0.01
1.049,0.09,-1.04,-0.03
1.068,0.08,-1.43,-0.01
1.084,0.06,-1.59,-0.02
1.098,0.04,-1.86,-0.05
1.119,-0.02,-2.57,-0.04
1.145,-0.18,-3.52,-0.04
1.146,-0.18,-3.52,-0.04
1.164,-0.33,-4.38,-0.04
1.184,-0.3,-4.58,-0.01
1.199,-0.24,-4.13,0
1.218,-0.13,-3.14,-0.03
1.234,-0.13,-2.82,-0.04
1.25,-0.09,-2.78,-0.06
1.268,-0.05,-2.96,-0.07
1.284,-0.04,-3.37,-0.13
1.3,-0.13,-3.87,-0.21
1.318,-0.24,-4.65,-0.35
1.334,0.01,-5.44,-0.37
1.351,-0.01,-4.95,-0.32
1.369,0.07,-4.05,-0.26
1.384,0.14,-3.6,-0.25
1.4,0.18,-3.26,-0.24
1.419,0.19,-2.81,-0.2
1.434,0.18,-2.73,-0.11
1.451,0.16,-2.68,0.03
1.469,0.19,-2.25,0.11
1.484,0.27,-1.9,0.07
1.502,0.35,-1.68,0.05
1.519,0.41,-1.69,0.17
1.536,0.34,-1.86,0.24
1.553,-0.31,-2.79,0.47
1.569,-0.49,-3.39,0.44
1.585,-0.69,-3.92,0.35
1.603,-0.96,-4.79,0.21
1.618,-0.97,-4.93,0.2
1.634,-0.94,-4.84,0.18
1.651,-0.92,-4.66,0.06
1.669,-0.99,-4.38,-0.16
1.685,-0.99,-4.1,-0.19
1.702,-0.85,-3.61,-0.15
1.718,-0.64,-3.23,-0.08
1.734,-0.58,-3.08,-0.06
1.753,-0.44,-2.73,-0.09
1.768,-0.29,-2.25,-0.2
1.785,-0.25,-2.05,-0.26
1.803,-0.34,-2.58,-0.27
1.819,-0.1,-2.8,-0.19
1.835,-0.12,-2.9,-0.16
1.851,-0.24,-3.07,-0.21
1.868,-0.25,-3.03,-0.31
1.886,-0.14,-2.69,-0.3
1.903,0.05,-2.03,-0.27
1.919,0.36,-1.59,-0.22
1.936,0.44,-1.42,-0.21
1.952,0.3,-1.48,-0.26
1.969,0,-2.28,-0.43
1.988,-0.13,-2.61,-0.5
2.003,-0.25,-3.03,-0.54
2.019,-0.1,-2.49,-0.49
2.035,0.1,-1.68,-0.51
2.054,0.31,0.05,-0.56
2.069,0.17,-0.39,-0.5
2.087,-0.02,-1,-0.49
2.103,-0.36,-2.3,-0.5
2.12,-0.35,-2.49,-0.49
2.137,-0.31,-2.42,-0.46
2.154,-0.15,-2.06,-0.35
2.17,-0.03,-1.64,-0.31
2.187,0.06,-1.53,-0.3
2.203,0,-1.89,-0.23
2.22,-0.07,-2.3,-0.15
2.237,-0.09,-2.18,-0.16
2.253,0.03,-1.74,-0.16
2.27,0.18,-1.69,-0.16
2.287,0.21,-1.8,-0.13
2.302,0.2,-1.85,-0.1
2.32,0.22,-1.48,-0.1
2.336,0.23,-1.18,-0.07
2.351,0.23,-1.03,-0.07
2.369,0.25,-1.09,-0.06
2.386,0.06,-1.38,-0.1
2.401,-0.12,-2.05,-0.17
2.42,-0.35,-2.84,-0.38
2.438,-0.49,-2.99,-0.81
2.453,-0.2,-2.83,-0.18
2.47,-0.18,-2.26,-0.07
2.486,-0.19,-2.1,-0.08
2.502,-0.18,-1.89,-0.04
2.519,-0.1,-1.66,-0.06
2.538,-0.16,-1.82,-0.24
2.552,-0.48,-2.93,-0.25
2.57,-0.6,-3.61,0.33
2.588,-0.68,-2.91,-0.23
2.603,-0.48,-2.52,-0.4
2.624,-0.4,-2.53,-0.31
